name=000000_00, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.31999999999999995
name=000115_16, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000115_17, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000016_08, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000115_18, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000016_09, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000115_19, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.07999999999999974
name=000016_10, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_00, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000016_11, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_01, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.11999999999999977
name=000016_12, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_02, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000016_13, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_03, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000016_14, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_04, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000016_15, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_05, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000116_06, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.11999999999999977
name=000016_16, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_07, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.11999999999999977
name=000016_17, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_08, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.11999999999999977
name=000016_18, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_09, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000016_19, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_10, ax=0.009999999999999953, cx=-0.010000000000000064, cz=-0.1599999999999998
name=000017_00, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_11, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=-0.1599999999999998
name=000017_01, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_12, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.21999999999999986
name=000017_02, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_13, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000017_03, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_14, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000017_04, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_15, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000017_05, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_16, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000017_06, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_17, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000017_07, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_18, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000017_08, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000116_19, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000017_09, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000117_00, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000017_10, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000117_01, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=-0.1599999999999998
name=000117_02, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1599999999999998
name=000017_11, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000117_03, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1599999999999998
name=000017_12, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000117_04, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1599999999999998
name=000017_13, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000117_05, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1599999999999998
name=000117_06, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1599999999999998
name=000017_14, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000117_07, ax=0.009999999999999953, cx=0.009999999999999926, cz=-0.17999999999999983
name=000017_15, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000117_08, ax=0.009999999999999953, cx=0.009999999999999926, cz=-0.17999999999999983
name=000017_16, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000117_09, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.17999999999999983
name=000017_17, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000117_10, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.19999999999999984
name=000017_18, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000117_11, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.17999999999999983
name=000117_12, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.19999999999999984
name=000017_19, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000117_13, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.19999999999999984
name=000018_00, ax=0.009999999999999953, cx=-0.04000000000000005, cz=-0.23999999999999988
name=000117_14, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000018_01, ax=-4.163336342344337e-17, cx=-0.08000000000000003, cz=-0.21999999999999986
name=000117_15, ax=0.009999999999999953, cx=0.009999999999999926, cz=-0.19999999999999984
name=000018_02, ax=-0.010000000000000037, cx=-0.010000000000000064, cz=-0.4
name=000117_16, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000018_03, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.4
name=000018_04, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.33999999999999997
name=000117_17, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.17999999999999983
name=000018_05, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.31999999999999995
name=000117_18, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.17999999999999983
name=000018_06, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.33999999999999997
name=000117_19, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.19999999999999984
name=000018_07, ax=0.009999999999999953, cx=-0.02000000000000006, cz=0.04000000000000037
name=000118_00, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000018_08, ax=0.009999999999999953, cx=-0.010000000000000064, cz=0.04000000000000037
name=000118_01, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000018_09, ax=0.01999999999999995, cx=-0.02000000000000006, cz=0.02000000000000035
name=000118_02, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000018_10, ax=0.009999999999999953, cx=-0.010000000000000064, cz=0.04000000000000037
name=000118_03, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000018_11, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=0.060000000000000386
name=000118_04, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000018_12, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.21999999999999986
name=000018_13, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.23999999999999988
name=000118_05, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000018_14, ax=-0.010000000000000037, cx=-5.551115123125783e-17, cz=-0.23999999999999988
name=000118_06, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000018_15, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000118_07, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.11999999999999977
name=000118_08, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.11999999999999977
name=000018_16, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000118_09, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.11999999999999977
name=000018_17, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000118_10, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000018_18, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000118_11, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000018_19, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000118_12, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000019_00, ax=0.009999999999999953, cx=-0.010000000000000064, cz=0.04000000000000037
name=000118_13, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000019_01, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=0.060000000000000386
name=000118_14, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000019_02, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.21999999999999986
name=000118_15, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000019_03, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.23999999999999988
name=000118_16, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000019_04, ax=-0.010000000000000037, cx=-5.551115123125783e-17, cz=-0.23999999999999988
name=000118_17, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000019_05, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000118_18, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000019_06, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000118_19, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000019_07, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000119_00, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000019_08, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000119_01, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000119_02, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000019_09, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000119_03, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000019_10, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000119_04, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000119_05, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000019_11, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000119_06, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000019_12, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2799999999999999
name=000119_07, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000019_13, ax=0.009999999999999953, cx=0.009999999999999926, cz=-0.2799999999999999
name=000119_08, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000119_09, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000019_14, ax=0.009999999999999953, cx=0.009999999999999926, cz=-0.31999999999999995
name=000119_10, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000019_15, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.38
name=000119_11, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000019_16, ax=-4.163336342344337e-17, cx=-0.06000000000000004, cz=-0.1599999999999998
name=000119_12, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=-0.11999999999999977
name=000019_17, ax=-4.163336342344337e-17, cx=-0.050000000000000044, cz=-0.1399999999999998
name=000119_13, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000019_18, ax=-4.163336342344337e-17, cx=-0.06000000000000004, cz=-0.1599999999999998
name=000119_14, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.11999999999999977
name=000019_19, ax=-4.163336342344337e-17, cx=-0.07000000000000003, cz=-0.19999999999999984
name=000119_15, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.11999999999999977
name=000020_00, ax=0.009999999999999953, cx=-0.06000000000000004, cz=-0.1599999999999998
name=000119_16, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.11999999999999977
name=000119_17, ax=0.009999999999999953, cx=0.009999999999999926, cz=-0.11999999999999977
name=000020_01, ax=-4.163336342344337e-17, cx=-0.07000000000000003, cz=-0.2799999999999999
name=000119_18, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=-0.11999999999999977
name=000020_02, ax=-4.163336342344337e-17, cx=-0.02000000000000006, cz=-0.29999999999999993
name=000119_19, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=-0.11999999999999977
name=000020_03, ax=-4.163336342344337e-17, cx=-0.02000000000000006, cz=-0.31999999999999995
name=000120_00, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2799999999999999
name=000020_04, ax=-4.163336342344337e-17, cx=-0.04000000000000005, cz=-0.31999999999999995
name=000120_01, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.31999999999999995
name=000020_05, ax=-4.163336342344337e-17, cx=-0.06000000000000004, cz=-0.2799999999999999
name=000020_06, ax=-4.163336342344337e-17, cx=-0.08000000000000003, cz=-0.21999999999999986
name=000120_02, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.19999999999999984
name=000020_07, ax=-4.163336342344337e-17, cx=-0.06000000000000004, cz=-0.21999999999999986
name=000120_03, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.2599999999999999
name=000020_08, ax=-4.163336342344337e-17, cx=-0.07000000000000003, cz=-0.21999999999999986
name=000120_04, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.2799999999999999
name=000020_09, ax=-4.163336342344337e-17, cx=-0.04000000000000005, cz=0.04000000000000037
name=000120_05, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.29999999999999993
name=000020_10, ax=-4.163336342344337e-17, cx=-0.030000000000000054, cz=0.04000000000000037
name=000120_06, ax=-0.010000000000000037, cx=-5.551115123125783e-17, cz=-0.19999999999999984
name=000020_11, ax=-4.163336342344337e-17, cx=-0.030000000000000054, cz=0.04000000000000037
name=000120_07, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000020_12, ax=0.009999999999999953, cx=-0.030000000000000054, cz=0.04000000000000037
name=000120_08, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.2599999999999999
name=000020_13, ax=0.009999999999999953, cx=-0.030000000000000054, cz=0.04000000000000037
name=000120_09, ax=0.009999999999999953, cx=0.009999999999999926, cz=-0.21999999999999986
name=000020_14, ax=0.009999999999999953, cx=-0.030000000000000054, cz=0.04000000000000037
name=000120_10, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.2599999999999999
name=000020_15, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.21999999999999986
name=000120_11, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.2799999999999999
name=000020_16, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.21999999999999986
name=000120_12, ax=-4.163336342344337e-17, cx=-0.010000000000000064, cz=-0.2799999999999999
name=000020_17, ax=-4.163336342344337e-17, cx=-0.02000000000000006, cz=-0.17999999999999983
name=000120_13, ax=-0.010000000000000037, cx=-5.551115123125783e-17, cz=-0.21999999999999986
name=000020_18, ax=0.009999999999999953, cx=-0.010000000000000064, cz=-0.17999999999999983
name=000120_14, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000120_15, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2599999999999999
name=000020_19, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=-0.21999999999999986
name=000120_16, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.17999999999999983
name=000021_00, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.23999999999999988
name=000120_17, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.21999999999999986
name=000021_01, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2599999999999999
name=000120_18, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000021_02, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000021_03, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2599999999999999
name=000120_19, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2599999999999999
name=000021_04, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.23999999999999988
name=000121_00, ax=-0.010000000000000037, cx=-5.551115123125783e-17, cz=-0.21999999999999986
name=000021_05, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.2599999999999999
name=000121_01, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000021_06, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.23999999999999988
name=000121_02, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2599999999999999
name=000021_07, ax=0.009999999999999953, cx=0.019999999999999907, cz=-0.21999999999999986
name=000121_03, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.17999999999999983
name=000021_08, ax=0.01999999999999995, cx=0.009999999999999926, cz=-0.23999999999999988
name=000121_04, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.21999999999999986
name=000021_09, ax=0.009999999999999953, cx=0.019999999999999907, cz=-0.2599999999999999
name=000021_10, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.2799999999999999
name=000121_05, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000021_11, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.2799999999999999
name=000121_06, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2599999999999999
name=000021_12, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.23999999999999988
name=000121_07, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.19999999999999984
name=000021_13, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.23999999999999988
name=000021_14, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.23999999999999988
name=000121_08, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.19999999999999984
name=000021_15, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.2599999999999999
name=000121_09, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.19999999999999984
name=000021_16, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.2599999999999999
name=000121_10, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.19999999999999984
name=000021_17, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.2599999999999999
name=000121_11, ax=-0.010000000000000037, cx=-5.551115123125783e-17, cz=-0.19999999999999984
name=000021_18, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.2799999999999999
name=000121_12, ax=-0.010000000000000037, cx=-5.551115123125783e-17, cz=-0.19999999999999984
name=000021_19, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.23999999999999988
name=000121_13, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.19999999999999984
name=000022_00, ax=-4.163336342344337e-17, cx=-0.02000000000000006, cz=-0.19999999999999984
name=000121_14, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.19999999999999984
name=000022_01, ax=0.009999999999999953, cx=-0.02000000000000006, cz=-0.17999999999999983
name=000121_15, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.21999999999999986
name=000022_02, ax=0.009999999999999953, cx=-0.030000000000000054, cz=-0.19999999999999984
name=000121_16, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.21999999999999986
name=000022_03, ax=0.009999999999999953, cx=-0.030000000000000054, cz=-0.17999999999999983
name=000121_17, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000022_04, ax=-4.163336342344337e-17, cx=-0.030000000000000054, cz=-0.1599999999999998
name=000121_18, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000022_05, ax=-4.163336342344337e-17, cx=-0.02000000000000006, cz=-0.1399999999999998
name=000121_19, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000022_06, ax=-0.010000000000000037, cx=-0.030000000000000054, cz=-0.1399999999999998
name=000022_07, ax=-0.010000000000000037, cx=-0.04000000000000005, cz=-0.1399999999999998
name=000122_00, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000022_08, ax=-4.163336342344337e-17, cx=-0.050000000000000044, cz=-0.1399999999999998
name=000122_01, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000022_09, ax=-4.163336342344337e-17, cx=-0.030000000000000054, cz=-0.1599999999999998
name=000122_02, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=3.3306690738754696e-16
name=000022_10, ax=-4.163336342344337e-17, cx=-0.06000000000000004, cz=-0.17999999999999983
name=000122_03, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.019999999999999685
name=000022_11, ax=-0.02000000000000003, cx=-0.050000000000000044, cz=-0.09999999999999976
name=000122_04, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.019999999999999685
name=000022_12, ax=-0.02000000000000003, cx=-0.050000000000000044, cz=-0.09999999999999976
name=000022_13, ax=-0.02000000000000003, cx=-0.13, cz=-0.09999999999999976
name=000122_05, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.019999999999999685
name=000022_14, ax=-0.010000000000000037, cx=-0.13, cz=-0.11999999999999977
name=000122_06, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.019999999999999685
name=000022_15, ax=-0.010000000000000037, cx=-0.13, cz=-0.11999999999999977
name=000122_07, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.019999999999999685
name=000022_16, ax=-0.010000000000000037, cx=-0.13, cz=-0.11999999999999977
name=000122_08, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.019999999999999685
name=000022_17, ax=-4.163336342344337e-17, cx=-0.13, cz=-0.23999999999999988
name=000122_09, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.019999999999999685
name=000022_18, ax=-4.163336342344337e-17, cx=-0.13, cz=-0.31999999999999995
name=000022_19, ax=-4.163336342344337e-17, cx=-0.13, cz=-0.2799999999999999
name=000122_10, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.019999999999999685
name=000023_00, ax=-4.163336342344337e-17, cx=-0.06000000000000004, cz=-0.17999999999999983
name=000122_11, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.019999999999999685
name=000023_01, ax=-0.02000000000000003, cx=-0.050000000000000044, cz=-0.09999999999999976
name=000122_12, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.0399999999999997
name=000023_02, ax=-0.02000000000000003, cx=-0.050000000000000044, cz=-0.09999999999999976
name=000122_13, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.0399999999999997
name=000023_03, ax=-0.02000000000000003, cx=-0.13, cz=-0.09999999999999976
name=000122_14, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.0399999999999997
name=000023_04, ax=-0.010000000000000037, cx=-0.13, cz=-0.11999999999999977
name=000122_15, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.0399999999999997
name=000023_05, ax=-0.010000000000000037, cx=-0.13, cz=-0.11999999999999977
name=000122_16, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.05999999999999972
name=000023_06, ax=-0.010000000000000037, cx=-0.13, cz=-0.11999999999999977
name=000122_17, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.05999999999999972
name=000023_07, ax=-4.163336342344337e-17, cx=-0.13, cz=-0.23999999999999988
name=000023_08, ax=-4.163336342344337e-17, cx=-0.13, cz=-0.31999999999999995
name=000122_18, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.05999999999999972
name=000023_09, ax=-4.163336342344337e-17, cx=-0.13, cz=-0.2799999999999999
name=000122_19, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.05999999999999972
name=000023_10, ax=-0.010000000000000037, cx=-0.13, cz=-0.23999999999999988
name=000123_00, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.05999999999999972
name=000023_11, ax=-0.010000000000000037, cx=-0.13, cz=-0.23999999999999988
name=000023_12, ax=-4.163336342344337e-17, cx=-0.13, cz=-0.21999999999999986
